// alignID alignOntime alignSitch alignPitch alignOnvel refID refOntime refSitch refPitch refOnvel
414	60.1347	B2	47	48	429	33	B2	47	80	
415	60.1486	Eb3	51	46	428	33	Eb3	51	80	
416	60.3419	F5	77	80	430	33.125	F5	77	80	
417	60.3451	C#3	49	59	431	33.125	C#3	49	80	
418	60.5449	F#5	78	68	432	33.25	F#5	78	80	
419	60.5652	Eb3	51	61	433	33.25	Eb3	51	80	
420	60.5813	G#2	44	59	434	33.25	G#2	44	80	
421	60.7533	G#5	80	73	435	33.375	G#5	80	80	
422	60.796	B2	47	55	436	33.375	B2	47	80	
423	61.0139	F5	77	67	437	33.5	F5	77	80	
424	61.0407	C#3	49	47	438	33.5	C#3	49	80	
425	61.2319	Bb4	70	67	440	33.625	Bb4	70	80	
426	61.5022	B4	71	58	441	33.75	B4	71	80	
427	61.5214	C#2	37	37	442	33.75	C#2	37	80	
428	61.7565	F#5	78	50	443	33.875	F#5	78	80	
429	62.1956	F#5	78	46	444	34	F#5	78	80	
430	62.2105	Bb4	70	36	445	34	Bb4	70	80	
431	62.2201	F#2	42	40	446	34	F#2	42	80	
432	62.843	F#5	78	52	447	34.25	F#5	78	80	
433	62.905	F#3	54	34	448	34.25	F#3	54	80	
434	63.1261	E3	52	37	449	34.375	E3	52	80	
435	63.3419	C5	72	50	451	34.5	C5	72	80	
436	63.343	G#5	80	56	450	34.5	G#5	80	80	
437	63.3505	F#3	54	31	452	34.5	F#3	54	80	
438	63.5364	G#3	56	41	453	34.625	G#3	56	80	
439	63.7597	F#5	78	55	454	34.75	F#5	78	80	
440	63.7821	Eb5	75	48	455	34.75	Eb5	75	80	
441	63.7917	Bb3	58	40	456	34.75	Bb3	58	80	
442	64.015	C4	60	40	457	34.875	C4	60	80	
443	64.2255	E5	76	61	458	35	E5	76	80	
444	64.2479	C#4	61	45	459	35	C#4	61	80	
445	64.6849	C#5	73	42	460	35.25	C#5	73	80	
446	64.702	B3	59	38	461	35.25	B3	59	80	
447	64.9242	Bb3	58	36	462	35.375	Bb3	58	80	
448	65.155	G#3	56	33	464	35.5	G#3	56	80	
449	65.156	B5	83	58	463	35.5	B5	83	80	
450	65.3729	F#3	54	39	465	35.625	F#3	54	80	
451	65.5781	Bb5	82	66	466	35.75	Bb5	82	80	
452	65.6176	G#3	56	33	467	35.75	G#3	56	80	
453	65.7853	G#5	80	68	468	35.875	G#5	80	80	
454	65.7971	Bb3	58	37	469	35.875	Bb3	58	80	
455	66.03	F#5	78	69	470	36	F#5	78	80	
456	66.0449	B3	59	44	471	36	B3	59	80	
457	66.2394	Eb4	63	42	472	36.125	Eb4	63	80	
458	66.4509	E5	76	62	473	36.25	E5	76	80	
459	66.4573	E4	64	42	474	36.25	E4	64	80	
460	66.6678	Eb5	75	64	475	36.375	Eb5	75	80	
461	66.6913	F#4	66	40	476	36.375	F#4	66	80	
462	66.905	C#5	73	67	477	36.5	C#5	73	80	
463	66.9114	G#4	68	49	478	36.5	G#4	68	80	
464	67.0951	F#4	66	51	479	36.625	F#4	66	80	
465	67.3195	E4	64	45	481	36.75	E4	64	80	
466	67.3398	Eb5	75	75	480	36.75	Eb5	75	80	
